order_id,customer_id,order_date,product_category,quantity,unit_price,region,is_returned,total_value
0a5bca6e-059f-4513-96ba-2a6810706b0f,2662,2023-02-02,Toys,10,38.65,South America,False,386.5
eb876dde-bd49-4fc0-8d1f-528d74b9bbe0,3902,2023-12-26,Books,9,199.47,Europe,False,1795.23
c04bba6e-11d8-4303-b80d-303a836a75c1,2003,2023-03-17,Books,9,144.99,Africa,False,1304.91
cbe46be9-dbc5-4947-b144-992d66dd4f43,1012,2023-04-19,Books,8,65.39,South America,False,523.12
4582625d-466e-4d57-ac30-635621b10fd3,4957,2024-07-10,Groceries,8,208.8,Europe,False,1670.4
5e7c27bd-9f7c-441c-86c3-4228e39e965c,2860,2023-08-31,Groceries,9,155.4,North America,True,1398.6
15eb94d3-7c79-4c5a-a35b-fb8d44aee33e,1531,2023-02-04,Books,4,123.35,South America,False,493.4
6456e30d-67f6-44f5-b7a9-0880e5b167f6,2741,2023-02-26,Books,7,105.56,Europe,False,738.92
d4974578-f597-4f57-8763-97a86297740d,3865,2023-07-18,Books,3,35.31,Africa,False,105.93
c8507f60-5223-43d4-9c04-435394d57d7c,2139,2023-04-22,Clothing,2,381.75,Europe,False,763.5
3e1cac1c-5808-4dbf-a810-f1d128b37d80,3708,2024-07-23,Books,7,109.32,South America,True,765.24
61b8c461-f577-4efd-ac14-7557e563759a,2465,2024-12-09,Clothing,7,85.89,Africa,False,601.23
5c278fc2-247e-4772-87de-557676997ec4,4425,2023-03-21,Electronics,9,274.65,Europe,False,2471.85
de8d72e3-96da-45a8-8cde-8ee82a66e269,1925,2024-03-27,Home Appliances,1,459.5,Asia,False,459.5
6c8a13a7-5b53-418a-b13a-7830a0fb21f1,2478,2023-08-21,Home Appliances,4,205.35,Africa,False,821.4
0f59ebdd-dc8d-452c-a7e8-499d69bf668b,4808,2024-09-19,Toys,10,275.85,Asia,False,2758.5
90c5f276-2091-4597-ae54-dc41c05ceaf6,3915,2024-05-31,Books,9,397.47,Asia,False,3577.23
bed14172-1b72-46ca-9e26-25c8942084cd,4921,2023-05-21,Books,9,311.87,Asia,False,2806.83
53e78400-5db8-4715-84eb-b4fa0293117c,2350,2024-09-19,Groceries,8,51.05,Europe,False,408.4
9fdb0b23-105d-44e5-b6a2-8978bcd0cad3,4053,2024-05-04,Clothing,6,91.85,North America,False,551.1
15de353b-5fb0-4a1b-9a27-e3540160ef0f,2735,2023-05-19,Clothing,2,147.8,South America,False,295.6
1181b822-9ba7-436d-aa00-a9e95b7b5b64,1934,2023-12-28,Clothing,6,171.18,Asia,True,1027.08
0a49aaeb-d437-4f56-bd13-a88950dd9a8b,2975,2024-08-06,Electronics,2,332.34,North America,False,664.68
848e4da8-6121-4b65-be3e-c7392dc41e23,1781,2025-01-04,Home Appliances,1,90.61,North America,False,90.61
033eb4a7-b801-46f5-8c0c-02277587cfc8,4920,2024-10-29,Books,4,476.54,Europe,False,1906.16
67221b22-21db-47dc-b18e-140ee32b8e3b,3719,2024-07-19,Groceries,1,317.88,Europe,False,317.88
abd27701-3da5-4423-a4a7-88df584291bc,3914,2023-07-26,Clothing,2,93.13,Asia,False,186.26
55944eb2-c1dd-4503-9fd2-b05fa1865e77,3324,2023-12-06,Clothing,3,214.94,North America,False,644.82
10002826-baa4-454b-97fb-6acc8d85419b,3791,2024-09-09,Groceries,2,279.48,Africa,False,558.96
c8eda304-53d3-49b8-b858-6d40a43527ee,2519,2023-10-23,Books,6,6.21,North America,False,37.26
dd13c33b-909d-40ae-845f-ea5da49b9f99,1201,2024-05-23,Toys,2,71.31,Europe,False,142.62
eab00819-dac5-4990-9315-b35a4a40f38f,1947,2024-01-05,Home Appliances,7,436.91,Europe,False,3058.37
90cbb6a3-4f86-4c65-89d0-d9a70759bcc0,1244,2024-07-05,Clothing,6,391.1,South America,False,2346.6
5c37d49f-62ca-41ef-b949-48dc8efa2cbf,3336,2024-10-26,Toys,10,87.6,Asia,False,876.0
ca6dc788-988e-4a95-986a-3d087ed80002,4184,2023-09-06,Groceries,2,276.53,South America,False,553.06
fbb78c55-d941-4bfe-afd5-b095d8740aef,3601,2024-11-16,Clothing,7,289.94,Africa,True,2029.58
d1485449-6b1f-453f-9846-2fd81c6cbcfc,4893,2023-08-27,Electronics,7,381.4,Asia,False,2669.8
735fce54-ece6-4ab0-b1c6-3fdeb551d910,4777,2023-04-26,Home Appliances,3,322.65,North America,True,967.95
c2ec99ff-5107-44a2-9221-5901e08b4b2e,2625,2023-09-09,Toys,10,359.24,Africa,False,3592.4
e6833008-4e3b-460c-8f5a-8e82e40ef52c,2067,2023-03-04,Books,3,458.34,Asia,False,1375.02
91a87645-f06b-4b49-bb74-8439fbd94804,2682,2023-01-26,Books,4,31.16,Africa,False,124.64
ccff79db-ae24-4f59-a39b-2b9337027c4e,4449,2024-09-05,Groceries,9,312.83,Asia,False,2815.47
9a1159d0-41c4-4c9e-a98f-0fbfb9370b30,1409,2023-05-09,Electronics,1,116.74,Europe,False,116.74
3669fb8d-4ac9-430b-8d73-7b752bee7124,4015,2024-04-05,Books,10,224.82,Asia,False,2248.2
15119d11-efc4-4cbe-9de3-56159f7c4e33,1838,2024-08-29,Clothing,3,38.3,North America,True,114.9
048d999a-a701-4eeb-8ad5-7c6c5d9bd2a6,2187,2024-12-23,Groceries,3,201.18,South America,False,603.54
b9579fa9-7e54-42f8-b3fe-64227f648a67,3087,2023-11-22,Toys,9,247.29,South America,False,2225.61
71dea2c9-8037-40ea-bd7f-c76c24ca8316,2044,2024-01-28,Toys,6,11.22,South America,False,67.32
3706adfd-739a-4e9a-a61e-91841e787662,2458,2023-12-24,Books,10,293.19,North America,False,2931.9
31f95761-cfd4-4206-99fc-95cf7493b551,1748,2024-10-08,Groceries,3,272.84,Asia,False,818.52
ed8b8416-fb41-429f-b6b2-cd5e00a5a53b,1051,2023-08-12,Toys,5,10.73,Africa,False,53.65
c5e9c51e-99fa-4db3-86b1-3843d620182a,3079,2023-02-20,Home Appliances,9,54.41,Africa,False,489.69
8a6243a9-5c23-4aec-84c3-8be9e02a6d6c,1936,2024-07-12,Books,9,228.25,Asia,False,2054.25
afa7a90d-90a1-425c-aec3-3950990c30da,3948,2023-01-14,Books,6,255.61,South America,False,1533.66
ec31a4c0-30a5-406b-a731-f32b7cd46431,1814,2024-01-29,Home Appliances,1,369.1,Europe,False,369.1
5b41ba28-ee2c-4c43-9be0-aca84a4d5914,1373,2024-02-06,Home Appliances,6,38.47,South America,False,230.82
4cb2d16d-84a5-4c69-9877-561f76de63ee,3805,2023-09-07,Home Appliances,3,400.53,Europe,False,1201.59
126ee16c-2b07-4730-9901-e37ec81e55ce,4093,2024-04-09,Books,4,457.66,Europe,True,1830.64
4f4e151c-325e-4c72-8e93-57112a97c739,4667,2024-07-08,Electronics,3,351.58,South America,False,1054.74
5817fb0a-7d84-4825-a853-1c47ed93d29b,2571,2023-03-22,Books,1,116.87,South America,False,116.87
c8daac44-a0b8-4887-8c17-6c7471cd55b5,4185,2024-06-30,Clothing,3,483.45,South America,False,1450.35
1c5936b5-2ba2-428b-8da8-fcdbc860c8bb,4228,2024-05-24,Home Appliances,2,446.94,Africa,False,893.88
58998ccf-5f96-4ff5-8a93-472697d7bf66,4779,2023-10-13,Home Appliances,8,473.42,Africa,False,3787.36
ae03470e-8e87-45fa-a709-48291cefa68a,3288,2023-01-13,Home Appliances,7,318.02,North America,False,2226.14
15c8839c-5258-4465-b1a2-d2703b2a373f,1514,2024-12-08,Home Appliances,1,303.02,South America,False,303.02
394ab99e-262c-45a4-b282-21266f31ab67,3478,2024-09-28,Clothing,4,116.19,South America,False,464.76
a3ebbb1a-dde7-4f4c-b61c-1ed6b67b4037,2421,2024-06-15,Clothing,7,390.19,South America,False,2731.33
96dab4fa-6db4-48aa-8a6c-c6375ea7fcf7,1324,2023-03-21,Groceries,4,396.62,Asia,False,1586.48
af97d17e-87bc-4705-aeef-c2eff87b5893,1786,2023-11-28,Books,3,131.31,Africa,False,393.93
74eb38ef-58e6-4f6c-a92d-35a250cc9cde,3421,2024-04-24,Groceries,7,371.2,North America,False,2598.4
8a5b199c-4cf6-430a-aff4-8f3ca98368dc,2698,2023-11-11,Books,7,409.76,North America,True,2868.32
6b6bbf42-e24a-444d-a75f-4c933d088929,3194,2023-05-14,Electronics,8,352.76,Africa,False,2822.08
3aae2508-da42-4e37-bff8-e554169f4cc1,2851,2024-11-22,Home Appliances,6,15.91,Africa,False,95.46
7f6806e2-9cfe-43de-b3ef-7b6f43550100,1381,2024-05-26,Toys,8,247.76,Europe,False,1982.08
896dcb26-6ba4-4602-bc58-8651fe5cbebf,4161,2024-09-06,Books,1,336.05,South America,False,336.05
99f2c5d0-38fc-4214-b89f-c8db4fadf8f1,3925,2024-02-21,Toys,1,84.63,Asia,False,84.63
d21e6ee6-66e4-483c-ae82-809fb41c28c3,4443,2024-11-28,Electronics,4,44.18,Europe,False,176.72
2b23e7c1-30ba-497f-a7a3-8d2f3514be06,1763,2024-06-21,Books,5,47.17,Asia,False,235.85
918679f5-7e62-4329-b188-79f851385035,3137,2024-06-16,Toys,1,232.07,North America,False,232.07
25e595aa-4a2c-4495-9a7b-3457e5942843,2744,2024-04-27,Electronics,7,256.66,North America,False,1796.62
7016f06d-7b5e-48c2-9172-685366956d26,3824,2024-06-03,Toys,8,370.23,Europe,False,2961.84
05ed77ad-23d3-4294-b74b-27fdfd13b060,4330,2024-03-22,Groceries,8,19.76,Europe,False,158.08
aeca9a2f-47b8-46b8-bf8b-f8ca4171707f,4409,2023-08-10,Books,9,200.69,South America,False,1806.21
da37f173-a862-4662-85d5-156bdfb524bb,2437,2023-08-21,Clothing,6,134.89,South America,False,809.34
1503ecdc-8ae7-43e4-be60-c02c206b8795,3006,2023-08-05,Toys,7,491.25,Europe,True,3438.75
848011f0-ce5a-4ca4-8e3a-2ae35b7431ae,1316,2024-03-22,Books,8,138.04,Africa,False,1104.32
7b5a1331-6692-45f0-9172-0c20812ae8b5,4735,2024-08-06,Toys,9,393.49,Africa,False,3541.41
026b9cb1-4a80-40fc-b9fb-3c87107ab322,4331,2024-05-31,Groceries,2,443.68,Europe,False,887.36
c7da9532-0bb7-4cff-a400-07c065796759,3830,2023-01-07,Home Appliances,1,83.05,Europe,False,83.05
87840888-a585-4323-a3aa-5b6088b7a884,4716,2023-05-12,Groceries,3,162.28,Asia,False,486.84
ce7bb797-a36a-4141-a7ff-c0063552c20d,4304,2023-04-11,Groceries,7,125.93,South America,False,881.51
9c33c9bf-a908-45db-92ae-02b8ccac4011,4646,2024-12-19,Toys,5,122.73,Europe,False,613.65
540bbe02-9d0c-4ac0-8f88-62be68aeef15,4007,2024-08-05,Groceries,6,441.43,North America,False,2648.58
d1794436-3621-4b3d-aa07-62d98cc7ef3b,2060,2023-09-08,Clothing,2,47.5,Europe,False,95.0
d0383539-c444-4f68-9203-6ff857f646e7,1239,2023-01-11,Home Appliances,5,39.81,Europe,False,199.05
080bd6d1-b40b-42ab-a342-1779c89a3371,1373,2023-05-25,Electronics,4,166.46,Europe,False,665.84
3bd402b6-6a18-487c-a5c2-c6bc22709f17,4595,2023-11-10,Books,7,28.85,North America,False,201.95
5511e667-e766-4571-bde3-64c34943fc20,3812,2023-08-21,Books,3,284.57,Africa,False,853.71
44fe5455-04eb-41b4-8616-013f5f644e52,2299,2023-02-26,Books,9,423.62,Asia,False,3812.58
915ecd63-3527-4032-bd5c-9bebf7dbdaac,2240,2023-05-10,Electronics,5,302.34,Europe,False,1511.7
993a6293-40d8-4dec-900a-ac3ae1eb9ca2,4876,2024-08-27,Toys,4,60.15,Africa,False,240.6
c81a4e29-a2fa-4a2f-a0da-1035dd9aaef0,4345,2024-10-31,Books,8,32.8,Africa,False,262.4
b2e6afb4-30b7-484d-b4b1-23b25ac48f27,3918,2024-05-06,Electronics,2,126.82,South America,False,253.64
32587202-db4b-4608-bbe8-d14f1976cd29,3321,2023-06-20,Home Appliances,7,5.13,South America,False,35.91
fd39958d-f980-45fc-a9f6-9650f2141ed9,2139,2025-01-05,Electronics,2,293.65,South America,False,587.3
73f14b32-c514-4cf8-8cf5-48324983c327,4982,2023-04-12,Books,4,212.38,Europe,False,849.52
f1a4ce27-3902-43f1-8e1b-597d432ec0bc,1778,2024-10-31,Electronics,2,46.07,Europe,False,92.14
2d666f58-06ac-4380-b879-fe0d597e46b4,2642,2023-04-27,Books,4,355.31,South America,False,1421.24
275c49e2-67d2-4b8c-bfb9-cf9e92ad36cb,2801,2024-02-17,Groceries,10,123.33,Africa,False,1233.3
a7ea6eba-e8f2-4e81-b074-d1faededa675,2171,2024-04-10,Toys,10,101.66,Africa,False,1016.6
d156f75c-ad8f-4668-9e13-5c947cc0b079,1678,2024-01-21,Toys,6,363.16,Africa,False,2178.96
77e23fb3-ad39-4e1a-bc07-c1ca517279fa,1092,2024-09-24,Groceries,3,103.24,South America,False,309.72
4e0c8435-2f56-425f-8167-96754c63b77f,4293,2023-02-14,Clothing,9,213.52,Asia,False,1921.68
c2980661-7394-4f3a-91b4-e7aee0d4382d,1171,2024-03-09,Toys,10,16.28,Asia,False,162.8
d6d7c66c-18e7-41fe-9077-f17a6eb0e860,1110,2024-02-05,Clothing,6,296.18,Africa,False,1777.08
3e78303c-a9d6-441a-a808-1a396235730b,4804,2024-01-27,Books,10,309.85,North America,False,3098.5
b8839a0c-d998-4ef3-acf3-2b3e48e708fc,1556,2023-12-07,Clothing,1,258.97,South America,False,258.97
bf0d98b7-782b-43b8-9903-725c38f60ae3,1222,2023-05-31,Clothing,1,294.17,South America,False,294.17
8da85115-7eb9-4047-837d-8e940e0fce7c,3142,2024-09-15,Books,5,450.62,Africa,True,2253.1
39335aff-b426-4e0b-aacf-725161616110,4023,2023-05-24,Toys,3,235.4,Africa,False,706.2
55ddf954-b8e3-4513-8826-4025b96a3e7e,1644,2024-02-14,Home Appliances,10,210.09,Africa,False,2100.9
67ef1ce6-8d7b-46ca-b220-635e53057d5e,3201,2024-03-31,Books,7,122.16,Europe,False,855.12
a9268840-0fa2-4eb7-94d9-5019102edb1b,2310,2024-10-24,Toys,5,154.07,South America,False,770.35
3833edf1-074a-41b3-bb70-c4605c1144e2,1474,2024-04-27,Home Appliances,3,83.51,Africa,True,250.53
5f9fdec6-3bd2-432a-98e0-0c056c4e3110,1004,2024-06-23,Clothing,1,22.81,Asia,False,22.81
4944738e-a3ad-4435-ba31-baa9c6ec88db,2115,2023-09-22,Groceries,3,196.08,North America,False,588.24
c25fa63f-44d8-444a-b923-b3620359190c,3295,2024-03-25,Toys,5,300.58,Africa,False,1502.9
f9bc75b7-7fba-43b5-a205-6bd4d984afc5,3992,2024-04-28,Home Appliances,5,250.16,North America,True,1250.8
d7fd5e43-2bd6-4f46-af4f-9ac69f43cde0,4363,2023-02-19,Home Appliances,1,87.86,Asia,False,87.86
0ce13614-6317-40e5-9834-6dde92f14e0b,4847,2024-03-31,Clothing,6,342.48,South America,False,2054.88
0d4ae594-7c42-4a19-9639-5a261130a619,3594,2023-02-11,Electronics,9,90.9,Europe,False,818.1
933eb359-2215-4f3d-b5e9-a45df5c55678,1749,2023-01-09,Toys,8,153.83,Europe,True,1230.64
77059e6b-ee21-4208-b48d-3f62751405a2,4956,2024-07-21,Groceries,10,469.36,North America,False,4693.6
0b21fb5e-6aa1-4ba1-8447-19d99565908c,2073,2024-10-12,Toys,9,229.23,Asia,False,2063.07
1d4c9992-4e1c-4df7-a1df-82a35b54cf0f,2684,2023-05-03,Electronics,6,67.74,Europe,False,406.44
859ce236-b695-4600-931e-69df9c4cfa98,2617,2023-06-19,Toys,2,237.16,Asia,False,474.32
c9895244-cbea-431f-82b2-be1ddaea1989,3330,2023-07-27,Electronics,1,181.97,South America,False,181.97
faeefd02-e329-41a2-9bcb-a6e521d120aa,3572,2023-05-03,Home Appliances,10,374.47,Asia,False,3744.7
b5dcab64-19fe-4c08-834f-6bb27c298323,3223,2023-10-08,Books,9,402.32,Africa,True,3620.88
f6677a1b-bb30-4dd8-b114-487a10aa1e73,3614,2023-02-26,Electronics,1,102.71,Africa,False,102.71
40943209-ef32-49d4-972a-9b4ca450ff7b,4396,2023-11-29,Clothing,2,459.88,South America,False,919.76
98f9042a-bcf7-4900-be49-836a5f3d7811,2471,2024-05-29,Home Appliances,3,193.32,Africa,False,579.96
aa3dadd6-6545-4c52-96ee-601219d6ac9e,1249,2024-07-14,Electronics,7,142.28,Asia,False,995.96
b5a7e2d4-74b0-4a74-936c-127e97d2ad67,3822,2023-06-04,Toys,5,48.23,South America,False,241.15
9052b68b-b463-4599-b225-3b771c563bb5,4816,2024-01-17,Clothing,10,476.39,South America,False,4763.9
0bf5edc7-5122-4bee-b374-1f5ea90dc049,3419,2024-01-09,Electronics,7,141.6,Asia,False,991.2
a021069f-e3a3-4fbd-a7f4-8da9463ef7c5,1468,2023-04-11,Toys,8,474.49,North America,False,3795.92
6e287796-dd8e-466c-849f-43f3a59372eb,4221,2024-05-08,Toys,3,253.28,Asia,False,759.84
51a2a735-1f95-47d4-a06b-321e07638318,3041,2024-03-01,Groceries,1,454.71,North America,False,454.71
4c4af73e-9d70-43ed-9c9d-4108e0dd9183,4889,2023-08-16,Toys,7,203.6,Asia,False,1425.2
56563e48-1eb6-4d50-aa5e-1d64c1b6179d,4685,2023-10-28,Groceries,10,284.56,North America,False,2845.6
fa4b62e2-dc4f-4b19-9ef5-8461919b55be,2088,2024-12-18,Books,2,194.69,Africa,False,389.38
da6c2e1c-baeb-4287-b97c-a6209bde7f48,3773,2024-09-07,Electronics,1,87.35,Europe,False,87.35
04963e19-1df2-484f-bf37-de28ca49b13d,2691,2024-07-14,Clothing,2,267.57,Africa,True,535.14
a8232137-b20b-4bb3-9043-b1be206d5634,4903,2023-07-03,Toys,9,113.92,North America,False,1025.28
ea3a5bd4-30c8-4ca2-a572-b5760249f974,2896,2023-05-06,Clothing,2,279.29,South America,False,558.58
72718fea-3462-4919-b66d-07dae7fae321,4786,2023-12-04,Groceries,5,134.31,Europe,False,671.55
7be3c923-60a3-4fe3-9c28-d61940f2b528,4457,2023-10-14,Electronics,8,18.45,Asia,False,147.6
f48f32cf-f698-49b7-902b-3861b5ca862d,4895,2024-03-06,Toys,2,122.91,Asia,False,245.82
7ccb1a59-730a-4747-93ad-ff994aa9c6c3,1998,2023-10-19,Groceries,7,328.28,South America,False,2297.96
a2828428-d183-4b63-9760-2f2dc1391a1f,1360,2025-01-03,Books,8,492.01,Europe,False,3936.08
8ae67afd-f7d0-42ef-b1f9-cb8aff3b4e2f,1995,2024-07-28,Books,4,306.09,Africa,True,1224.36
f59866dc-2013-4a17-b796-05b394bcdb4d,2507,2024-01-09,Clothing,4,6.52,Europe,False,26.08
a79fe758-4a31-49ce-bb7b-95ebf88f9eed,2710,2024-03-02,Books,3,484.67,South America,False,1454.01
2d525019-ed3f-4769-bfab-a858f9fbf41c,2602,2024-03-22,Groceries,8,494.67,Europe,False,3957.36
ea8aa033-2e63-4017-a966-2e8f44efcfe2,2428,2024-06-04,Books,4,226.24,Europe,False,904.96
ad0cc7a2-04a0-4365-844e-98793bf43ef9,4467,2023-06-05,Books,1,123.4,Asia,False,123.4
9e66a30e-b5e1-41b6-aa9c-867c40d8bdc6,4752,2024-05-11,Electronics,6,157.95,Asia,False,947.7
b7411486-38ac-458c-980a-786972cf2531,2072,2023-07-14,Groceries,2,335.2,South America,True,670.4
9a4af3ad-5e52-4282-9371-8d9026c7acb2,4662,2024-03-25,Electronics,8,305.79,North America,False,2446.32
9cc4538f-5de1-41f4-8357-806cd8fce243,2811,2024-06-20,Toys,9,304.61,Europe,False,2741.49
5c0909b4-e586-4b34-925f-66de0fc2ef64,3756,2023-11-29,Toys,9,216.75,Africa,False,1950.75
f2fe27d8-3973-4b1d-b06f-4524a8273cd8,1323,2023-09-06,Groceries,6,353.04,Africa,False,2118.24
be9c02dc-cc1f-4481-a24b-68c5d0eff010,1736,2024-03-11,Clothing,10,479.79,Asia,False,4797.9
9ca114ad-66ed-4fba-a734-8dcb37eed307,4913,2024-12-31,Groceries,6,158.43,Africa,False,950.58
fc299160-83ea-41af-afdb-10e6962720e3,1583,2024-10-06,Groceries,8,390.03,Europe,False,3120.24
dca63819-d9ca-4eae-8216-85f5eb41cd9c,1113,2023-09-30,Electronics,4,41.77,Africa,False,167.08
c6e36730-24e8-4ef1-b636-402d8889acb3,1396,2024-01-29,Groceries,8,103.16,Africa,False,825.28
011f5437-4e6a-4bb2-a8be-6e565d20ca38,3088,2024-03-23,Electronics,1,119.74,Asia,True,119.74
a2429a62-5e0c-4646-b28c-fc63e7093d36,1000,2023-06-18,Books,9,301.26,Asia,False,2711.34
8d5fce6c-fb0c-4f0a-b6da-89a4d07fb731,1395,2023-03-04,Clothing,2,446.85,Asia,False,893.7
0d5c90e1-8961-47c5-af6a-84186db42c26,4881,2023-01-09,Home Appliances,5,495.04,North America,False,2475.2
8e4f04c2-2712-4ba1-a0a2-0c9a6b20e6df,2700,2024-08-25,Electronics,5,18.22,South America,False,91.1
21b5c97d-ba7d-4555-ad8c-44ec0b956193,1635,2024-08-24,Toys,10,10.39,South America,True,103.9
edac9ba3-0468-4018-8882-530a4a26bac5,4504,2023-03-28,Books,10,106.15,Europe,False,1061.5
1d71bb74-03f6-4e1e-b8bc-543a69a12a1f,1581,2023-09-18,Groceries,5,184.85,North America,False,924.25
5f7da0c5-0f1a-445c-bd51-0570b9e1e08e,3037,2024-01-06,Toys,8,204.61,South America,False,1636.88
4d06e343-663f-4b53-93ad-f37bcdf6fada,3274,2023-11-17,Groceries,7,221.17,North America,False,1548.19
3b64a4b7-a748-4605-ab55-f3afe25f9099,1037,2023-01-12,Electronics,8,401.34,Asia,False,3210.72
b5a12f2e-4045-43bb-8954-0f723f40bf56,4984,2023-03-18,Toys,2,163.81,South America,True,327.62
0b8f2c89-0173-4783-be11-3d56b3bc6d2e,3923,2023-12-09,Clothing,8,33.76,Asia,False,270.08
7039c5b6-8494-4ff1-a468-d574421f2fe3,4543,2023-07-31,Toys,7,377.18,Asia,False,2640.26
7cec0e63-a474-4e81-b884-2e787a9f071b,3047,2023-10-24,Groceries,9,458.29,South America,False,4124.61
6c05cb59-5f61-4b36-a9a6-7641aa2f0964,2835,2023-09-23,Toys,3,112.55,North America,True,337.65
dfc5e40f-adbb-4d75-8072-51c5027ebb45,4220,2023-10-20,Toys,8,157.31,Asia,False,1258.48
3d2292e8-f427-47ce-bca4-3a56bd45679a,4281,2023-05-23,Home Appliances,4,449.82,Africa,False,1799.28
eea761c8-9765-47c5-a3c9-bc8fb622c88c,2063,2024-01-23,Clothing,8,245.06,Africa,True,1960.48
19ac5302-84df-4a20-9183-455930eda30e,1016,2024-07-30,Books,1,457.09,Africa,True,457.09
bfdeed33-9a79-4b69-8b4e-db59a8a4b476,4332,2024-07-01,Home Appliances,5,191.0,Asia,False,955.0
13d014d8-3b64-474b-9d9a-cbb06a423e24,3600,2024-04-11,Toys,10,397.04,Europe,False,3970.4
e68c42aa-7210-4a53-a33b-adf15614cad6,3915,2024-11-05,Toys,1,290.88,North America,False,290.88
74e2d06d-3d8d-48a9-bc04-419c007994cc,4525,2024-09-28,Toys,9,402.38,South America,False,3621.42
01f8aa26-31c3-46b4-bd9c-027eff3c1d62,3925,2024-01-24,Toys,3,57.32,North America,False,171.96
9b8a3893-eb86-43e0-ba51-4872233a890a,1538,2023-05-18,Electronics,6,278.77,Europe,False,1672.62
3895659f-fd0e-4e41-b1de-29465b6228cd,2539,2023-02-20,Home Appliances,8,207.6,North America,False,1660.8
0feb3c47-558e-4b38-a9ac-ab2a6f890c3e,4261,2023-07-02,Home Appliances,3,96.47,Asia,False,289.41
d1d46dd4-61b7-4bb2-801c-5e185797e27a,3901,2023-09-18,Clothing,6,311.72,Africa,False,1870.32
1b57043e-8804-4fa7-aef0-7de7a7f23e71,1773,2023-12-07,Groceries,2,472.27,North America,False,944.54
017456ee-97fe-4557-9bd5-2d0dda126474,4429,2023-12-06,Groceries,3,94.89,South America,False,284.67
5e38e8a3-ecb9-4e92-b4b6-c72aa6a510a6,1173,2023-03-10,Books,6,260.82,South America,False,1564.92
7330a6e0-0c95-42ff-bf75-0306b563c547,3239,2023-08-27,Books,5,298.08,North America,True,1490.4
443f36cc-3f0a-4bc8-87b2-e870e495d5a3,4269,2023-10-04,Home Appliances,9,298.26,Asia,False,2684.34
e545802a-aa54-4fe6-be37-d4f4760ec461,2148,2024-05-24,Books,5,130.53,South America,False,652.65
32362a57-f604-4485-b7c8-c6028b90a7ba,4544,2024-08-24,Clothing,4,412.64,South America,False,1650.56
